,Year,Age,Female,Male,Total
4518,1950-1954,78,0.085816,0.09332599999999999,0.089292
4519,1950-1954,79,0.09511900000000001,0.10297200000000001,0.098723
4520,1950-1954,80,0.107482,0.11539200000000001,0.111088
4521,1950-1954,81,0.121109,0.12851700000000002,0.12445999999999999
4522,1950-1954,82,0.134207,0.14331300000000002,0.138282
4523,1950-1954,83,0.14714100000000002,0.15893800000000002,0.152358
4524,1950-1954,84,0.164702,0.169175,0.166658
4525,1950-1954,85,0.172259,0.198443,0.183501
4526,1950-1954,86,0.200201,0.213693,0.20591500000000001
4527,1950-1954,87,0.21717199999999998,0.234058,0.22428299999999998
4528,1950-1954,88,0.236288,0.256227,0.244549
4529,1950-1954,89,0.260798,0.275129,0.266692
4530,1950-1954,90,0.270629,0.300452,0.28286999999999995
4531,1950-1954,91,0.299948,0.341985,0.31688099999999997
4532,1950-1954,92,0.336686,0.360151,0.345956
4533,1950-1954,93,0.358494,0.39329400000000003,0.371996
4534,1950-1954,94,0.38117399999999996,0.437641,0.402265
4535,1950-1954,95,0.432358,0.480789,0.44946400000000003
4536,1950-1954,96,0.436198,0.47492700000000004,0.449509
4537,1950-1954,97,0.476934,0.457951,0.470588
4538,1950-1954,98,0.444828,0.49462399999999995,0.461001
4539,1950-1954,99,0.5853659999999999,0.608879,0.592593
4540,1950-1954,100,0.5861460000000001,0.6,0.590522
4541,1950-1954,101,0.623656,0.45,0.571429
4542,1950-1954,102,0.575342,1.183099,0.7741939999999999
4543,1950-1954,103,0.705882,1.411765,0.847059
4544,1950-1954,104,1.5,0.0,1.153846
4545,1950-1954,105,0.545455,0.75,0.631579
4546,1950-1954,106,0.0,6.0,0.6
4547,1950-1954,107,1.2,,1.2
4548,1950-1954,108,,,
4549,1950-1954,109,,,
4550,1950-1954,110,,,
4551,1955-1959,0,0.014913,0.019403,0.017225
4552,1955-1959,1,0.001224,0.0015279999999999998,0.0013800000000000002
4553,1955-1959,2,0.00082,0.00108,0.0009539999999999999
4554,1955-1959,3,0.000604,0.000942,0.000778
4555,1955-1959,4,0.00047999999999999996,0.0008119999999999999,0.000651
4556,1955-1959,5,0.000463,0.000692,0.0005809999999999999
4557,1955-1959,6,0.00038700000000000003,0.000643,0.000519
4558,1955-1959,7,0.00035499999999999996,0.00065,0.0005059999999999999
4559,1955-1959,8,0.000315,0.000553,0.000437
4560,1955-1959,9,0.000324,0.000504,0.00041600000000000003
4561,1955-1959,10,0.000265,0.000443,0.000356
4562,1955-1959,11,0.000305,0.000391,0.000349
4563,1955-1959,12,0.000295,0.00045700000000000005,0.00037799999999999997
4564,1955-1959,13,0.000226,0.000459,0.00034500000000000004
4565,1955-1959,14,0.000315,0.000458,0.000388
4566,1955-1959,15,0.00038500000000000003,0.0007019999999999999,0.000547
4567,1955-1959,16,0.000465,0.0009199999999999999,0.000697
4568,1955-1959,17,0.000375,0.001056,0.000721
4569,1955-1959,18,0.000537,0.0011,0.0008230000000000001
4570,1955-1959,19,0.000405,0.00121,0.0008119999999999999
4571,1955-1959,20,0.00039,0.001141,0.000768
4572,1955-1959,21,0.0004940000000000001,0.00116,0.0008289999999999999
4573,1955-1959,22,0.000573,0.001146,0.0008619999999999999
4574,1955-1959,23,0.0005070000000000001,0.001209,0.00086
4575,1955-1959,24,0.000496,0.0011769999999999999,0.000839
4576,1955-1959,25,0.000544,0.001189,0.000868
4577,1955-1959,26,0.0006490000000000001,0.001137,0.0008939999999999999
4578,1955-1959,27,0.000625,0.001135,0.0008810000000000001
4579,1955-1959,28,0.000637,0.001098,0.000869
4580,1955-1959,29,0.000699,0.001389,0.001046
4581,1955-1959,30,0.000721,0.0013650000000000001,0.001046
4582,1955-1959,31,0.000709,0.0014199999999999998,0.001067
4583,1955-1959,32,0.0008269999999999999,0.001398,0.001115
4584,1955-1959,33,0.0009199999999999999,0.001471,0.001198
4585,1955-1959,34,0.0009429999999999999,0.001559,0.001254
4586,1955-1959,35,0.001125,0.0016760000000000002,0.001403
4587,1955-1959,36,0.001119,0.001614,0.001369
4588,1955-1959,37,0.0012699999999999999,0.0016359999999999999,0.0014550000000000001
4589,1955-1959,38,0.001413,0.00195,0.001684
4590,1955-1959,39,0.0014449999999999999,0.002133,0.0017929999999999999
4591,1955-1959,40,0.0016649999999999998,0.002037,0.001852
4592,1955-1959,41,0.001693,0.002293,0.001996
4593,1955-1959,42,0.001966,0.0025,0.002235
4594,1955-1959,43,0.002125,0.002636,0.0023829999999999997
4595,1955-1959,44,0.0023710000000000003,0.003189,0.002784
4596,1955-1959,45,0.002388,0.003333,0.002866
4597,1955-1959,46,0.002724,0.003711,0.003222
4598,1955-1959,47,0.002816,0.003746,0.0032840000000000005
4599,1955-1959,48,0.003468,0.004412,0.003942
4600,1955-1959,49,0.0036609999999999998,0.005033,0.004347
4601,1955-1959,50,0.004057,0.005437,0.004745
4602,1955-1959,51,0.004197,0.005835,0.0050100000000000006
4603,1955-1959,52,0.004842,0.006815000000000001,0.0058189999999999995
4604,1955-1959,53,0.005096,0.007278,0.006173
4605,1955-1959,54,0.005386,0.008038,0.006692
4606,1955-1959,55,0.006038,0.008993000000000001,0.007489
4607,1955-1959,56,0.006997,0.010116,0.008523000000000001
4608,1955-1959,57,0.007117,0.011134,0.009078
4609,1955-1959,58,0.008183,0.011868,0.009977
4610,1955-1959,59,0.008989,0.013694999999999999,0.011271999999999999
4611,1955-1959,60,0.010187,0.015222999999999999,0.012620000000000001
4612,1955-1959,61,0.011201000000000001,0.016279,0.013643
4613,1955-1959,62,0.011811,0.017963999999999997,0.014756
4614,1955-1959,63,0.013968000000000001,0.020017,0.016846
4615,1955-1959,64,0.015174000000000002,0.022343000000000002,0.018565
4616,1955-1959,65,0.016896,0.023941999999999998,0.020211
4617,1955-1959,66,0.019093000000000002,0.026323000000000003,0.02248
4618,1955-1959,67,0.022085,0.029560000000000003,0.025575999999999998
4619,1955-1959,68,0.025041,0.032545,0.028537
4620,1955-1959,69,0.026976999999999998,0.035806,0.031086000000000003
4621,1955-1959,70,0.031248,0.039445,0.03506
4622,1955-1959,71,0.035682,0.043788,0.039448000000000004
4623,1955-1959,72,0.038505000000000005,0.049622,0.043653
4624,1955-1959,73,0.044277,0.053108,0.048356
4625,1955-1959,74,0.04975,0.059302999999999995,0.054151
4626,1955-1959,75,0.055342999999999996,0.066549,0.060488
4627,1955-1959,76,0.06284,0.071487,0.066803
4628,1955-1959,77,0.07101,0.082733,0.076376
4629,1955-1959,78,0.077471,0.088793,0.082652
4630,1955-1959,79,0.0866,0.099085,0.092307
4631,1955-1959,80,0.102122,0.11184300000000001,0.10656099999999999
4632,1955-1959,81,0.110025,0.124954,0.116824
4633,1955-1959,82,0.12188900000000001,0.136675,0.128579
4634,1955-1959,83,0.13502999999999998,0.147097,0.14044600000000002
4635,1955-1959,84,0.147239,0.166102,0.155643
4636,1955-1959,85,0.164709,0.183097,0.17283900000000002
4637,1955-1959,86,0.17820999999999998,0.206195,0.190421
4638,1955-1959,87,0.20296199999999998,0.227823,0.213628
4639,1955-1959,88,0.21963000000000002,0.25211500000000003,0.23324699999999998
4640,1955-1959,89,0.24108200000000002,0.268499,0.252347
4641,1955-1959,90,0.25895100000000004,0.283366,0.26879000000000003
4642,1955-1959,91,0.279136,0.32343,0.296597
4643,1955-1959,92,0.327808,0.346983,0.335241
4644,1955-1959,93,0.343598,0.361241,0.35036100000000003
4645,1955-1959,94,0.35644499999999996,0.39266599999999996,0.370233
4646,1955-1959,95,0.378969,0.448941,0.405105
4647,1955-1959,96,0.472152,0.421789,0.45345699999999994
4648,1955-1959,97,0.451883,0.548002,0.487009
4649,1955-1959,98,0.478916,0.46281000000000005,0.47322299999999995
4650,1955-1959,99,0.501292,0.5790350000000001,0.527809
4651,1955-1959,100,0.533528,0.49681499999999995,0.522
4652,1955-1959,101,0.480583,0.754491,0.559585
4653,1955-1959,102,0.5206609999999999,0.794118,0.580645
4654,1955-1959,103,0.634146,0.7741939999999999,0.662338
4655,1955-1959,104,0.827586,2.0,0.9375
4656,1955-1959,105,0.461538,,0.461538
4657,1955-1959,106,0.0,,0.0
4658,1955-1959,107,1.2,,1.2
4659,1955-1959,108,,,
4660,1955-1959,109,,,
4661,1955-1959,110,,,
4662,1960-1964,0,0.013675999999999999,0.017971,0.015882
4663,1960-1964,1,0.0009599999999999999,0.00114,0.001052
4664,1960-1964,2,0.000584,0.0008609999999999999,0.000726
4665,1960-1964,3,0.0005269999999999999,0.000746,0.00064
4666,1960-1964,4,0.000547,0.000605,0.0005769999999999999
4667,1960-1964,5,0.000411,0.0006730000000000001,0.000546
4668,1960-1964,6,0.000429,0.0005269999999999999,0.000479
4669,1960-1964,7,0.000302,0.000559,0.000434
4670,1960-1964,8,0.000263,0.000412,0.00033999999999999997
4671,1960-1964,9,0.00028,0.000344,0.00031299999999999996
4672,1960-1964,10,0.000315,0.00038700000000000003,0.000352
4673,1960-1964,11,0.000233,0.000349,0.000293
4674,1960-1964,12,0.00022999999999999998,0.000333,0.000283
4675,1960-1964,13,0.00029,0.000397,0.00034500000000000004
4676,1960-1964,14,0.000261,0.00047599999999999997,0.000371
4677,1960-1964,15,0.000377,0.0006490000000000001,0.000516
4678,1960-1964,16,0.00037400000000000004,0.000778,0.0005809999999999999
4679,1960-1964,17,0.00039,0.000863,0.0006309999999999999
4680,1960-1964,18,0.000439,0.001135,0.000794
4681,1960-1964,19,0.000425,0.001209,0.000824
4682,1960-1964,20,0.00038700000000000003,0.001175,0.000787
4683,1960-1964,21,0.000433,0.0010949999999999998,0.0007700000000000001
4684,1960-1964,22,0.000434,0.0012029999999999999,0.000825
4685,1960-1964,23,0.00047599999999999997,0.00106,0.000773
4686,1960-1964,24,0.0005099999999999999,0.0010220000000000001,0.0007700000000000001
4687,1960-1964,25,0.0005139999999999999,0.0010789999999999999,0.000801
4688,1960-1964,26,0.00055,0.001076,0.000817
4689,1960-1964,27,0.000608,0.0009140000000000001,0.000763
4690,1960-1964,28,0.000682,0.0011710000000000002,0.00093
4691,1960-1964,29,0.000743,0.0013310000000000002,0.0010400000000000001
4692,1960-1964,30,0.000715,0.0011330000000000001,0.000925
4693,1960-1964,31,0.000733,0.001207,0.0009710000000000001
4694,1960-1964,32,0.000699,0.001155,0.0009279999999999999
4695,1960-1964,33,0.0008349999999999999,0.0014810000000000001,0.00116
4696,1960-1964,34,0.000798,0.001497,0.001149
4697,1960-1964,35,0.0008560000000000001,0.0014759999999999999,0.001168
4698,1960-1964,36,0.001011,0.001691,0.001353
4699,1960-1964,37,0.001111,0.0017879999999999999,0.001452
4700,1960-1964,38,0.001247,0.001893,0.001572
4701,1960-1964,39,0.001281,0.0018399999999999998,0.001562
4702,1960-1964,40,0.001283,0.0021620000000000003,0.001726
4703,1960-1964,41,0.001466,0.002248,0.00186
4704,1960-1964,42,0.0016820000000000001,0.002254,0.00197
4705,1960-1964,43,0.00196,0.002653,0.002309
4706,1960-1964,44,0.002029,0.002889,0.002463
4707,1960-1964,45,0.002389,0.0033710000000000003,0.0028829999999999997
4708,1960-1964,46,0.002536,0.0033810000000000003,0.002961
4709,1960-1964,47,0.002817,0.003742,0.003283
4710,1960-1964,48,0.0030600000000000002,0.004314,0.003691
4711,1960-1964,49,0.003471,0.004767,0.004124
4712,1960-1964,50,0.003626,0.005159,0.004398
4713,1960-1964,51,0.003963,0.0056630000000000005,0.004818
4714,1960-1964,52,0.004548,0.006359,0.005457
4715,1960-1964,53,0.00447,0.006954000000000001,0.005713
4716,1960-1964,54,0.005118,0.0077599999999999995,0.0064340000000000005
4717,1960-1964,55,0.005407,0.008820999999999999,0.007098
4718,1960-1964,56,0.005939,0.009677,0.007783
4719,1960-1964,57,0.006659999999999999,0.011176,0.008879000000000001
4720,1960-1964,58,0.007356999999999999,0.011824,0.009543000000000001
4721,1960-1964,59,0.008131000000000001,0.013977000000000002,0.010981999999999999
4722,1960-1964,60,0.008763,0.015106999999999999,0.011844
4723,1960-1964,61,0.009472,0.016548,0.012891999999999999
4724,1960-1964,62,0.010565999999999999,0.01806,0.014174
4725,1960-1964,63,0.012681,0.020606,0.01648
4726,1960-1964,64,0.01445,0.022596,0.018338
4727,1960-1964,65,0.015199,0.024459,0.019596000000000002
4728,1960-1964,66,0.017461,0.027548000000000003,0.022221
4729,1960-1964,67,0.019826,0.029354,0.024296
4730,1960-1964,68,0.021777,0.033231000000000004,0.027108999999999998
4731,1960-1964,69,0.024461,0.037168,0.030327999999999997
4732,1960-1964,70,0.028711,0.040713,0.034212
4733,1960-1964,71,0.031375,0.045257,0.037702
4734,1960-1964,72,0.035464999999999997,0.048813,0.041519
4735,1960-1964,73,0.041502,0.05530499999999999,0.047743
4736,1960-1964,74,0.046452999999999994,0.059878999999999995,0.052511
4737,1960-1964,75,0.051766,0.066674,0.058487
4738,1960-1964,76,0.058937,0.074198,0.0658
4739,1960-1964,77,0.067523,0.081939,0.07398300000000001
4740,1960-1964,78,0.075393,0.0928,0.083177
4741,1960-1964,79,0.082612,0.10019199999999999,0.090437
4742,1960-1964,80,0.093481,0.11036199999999999,0.100961
4743,1960-1964,81,0.105893,0.123431,0.11364400000000001
4744,1960-1964,82,0.11798499999999999,0.140175,0.127771
4745,1960-1964,83,0.12981199999999998,0.148831,0.13816900000000001
4746,1960-1964,84,0.146972,0.16781,0.156102
4747,1960-1964,85,0.15879100000000002,0.17948,0.16782
4748,1960-1964,86,0.180893,0.19942200000000002,0.188932
4749,1960-1964,87,0.196125,0.213784,0.203741
4750,1960-1964,88,0.21073000000000003,0.243085,0.22449899999999998
4751,1960-1964,89,0.23431799999999997,0.26564699999999997,0.24742600000000003
4752,1960-1964,90,0.255823,0.293928,0.271468
4753,1960-1964,91,0.286059,0.30541799999999997,0.29381799999999997
4754,1960-1964,92,0.29238600000000003,0.331851,0.307799
4755,1960-1964,93,0.333333,0.389573,0.354446
4756,1960-1964,94,0.353867,0.39770700000000003,0.36993000000000004
4757,1960-1964,95,0.38711599999999996,0.448225,0.408699
4758,1960-1964,96,0.40519499999999997,0.530207,0.447326
4759,1960-1964,97,0.44155200000000006,0.49311000000000005,0.458293
4760,1960-1964,98,0.43541,0.550868,0.47175200000000006
4761,1960-1964,99,0.392996,0.62037,0.46027399999999996
4762,1960-1964,100,0.544233,0.5257729999999999,0.538642
4763,1960-1964,101,0.474012,0.640777,0.524017
4764,1960-1964,102,0.504,0.46601899999999996,0.492918
4765,1960-1964,103,0.5546220000000001,1.227273,0.736196
4766,1960-1964,104,1.363636,1.333333,1.358491
4767,1960-1964,105,0.20689699999999997,,0.20689699999999997
4768,1960-1964,106,1.846154,,1.846154
4769,1960-1964,107,0.857143,,0.857143
4770,1960-1964,108,0.0,,0.0
4771,1960-1964,109,1.2,,1.2
4772,1960-1964,110,,,
4773,1965-1969,0,0.010860999999999999,0.014431999999999999,0.012697
4774,1965-1969,1,0.00067,0.0009029999999999999,0.00079
4775,1965-1969,2,0.00044800000000000005,0.000653,0.000553
4776,1965-1969,3,0.00035299999999999996,0.000611,0.00048499999999999997
4777,1965-1969,4,0.000426,0.000579,0.000505
4778,1965-1969,5,0.000335,0.000535,0.00043799999999999997
4779,1965-1969,6,0.000363,0.0005139999999999999,0.00044100000000000004
4780,1965-1969,7,0.00035,0.000436,0.000394
4781,1965-1969,8,0.000306,0.00040899999999999997,0.000359
4782,1965-1969,9,0.00021899999999999998,0.00037999999999999997,0.000302
4783,1965-1969,10,0.00018700000000000002,0.000349,0.00027
4784,1965-1969,11,0.000197,0.000337,0.000269
4785,1965-1969,12,0.000227,0.00032,0.000275
4786,1965-1969,13,0.000234,0.00034500000000000004,0.000291
4787,1965-1969,14,0.000305,0.000364,0.000335
4788,1965-1969,15,0.000317,0.000582,0.000453
4789,1965-1969,16,0.000357,0.0008039999999999999,0.000586
4790,1965-1969,17,0.000384,0.000785,0.000589
4791,1965-1969,18,0.000421,0.001125,0.00078
4792,1965-1969,19,0.00049,0.0011380000000000001,0.00082
4793,1965-1969,20,0.000426,0.001199,0.000819
4794,1965-1969,21,0.00045,0.000978,0.00072
4795,1965-1969,22,0.00046699999999999997,0.001102,0.000793
4796,1965-1969,23,0.000503,0.001106,0.000814
4797,1965-1969,24,0.000528,0.001101,0.000824
4798,1965-1969,25,0.0005139999999999999,0.001016,0.0007740000000000001
4799,1965-1969,26,0.000502,0.001062,0.000792
4800,1965-1969,27,0.000529,0.00123,0.000892
4801,1965-1969,28,0.0005110000000000001,0.001176,0.0008539999999999999
4802,1965-1969,29,0.000585,0.0013289999999999999,0.000968
4803,1965-1969,30,0.000684,0.0013460000000000002,0.001024
4804,1965-1969,31,0.000648,0.0013289999999999999,0.000997
4805,1965-1969,32,0.0008179999999999999,0.001415,0.001123
4806,1965-1969,33,0.0008289999999999999,0.001471,0.0011560000000000001
4807,1965-1969,34,0.000898,0.001645,0.001277
4808,1965-1969,35,0.001045,0.001698,0.001375
4809,1965-1969,36,0.0009960000000000001,0.0017670000000000001,0.001385
4810,1965-1969,37,0.001076,0.0018149999999999998,0.001448
4811,1965-1969,38,0.001125,0.0021420000000000002,0.0016359999999999999
4812,1965-1969,39,0.0013,0.002173,0.001739
4813,1965-1969,40,0.001486,0.002328,0.0019089999999999999
4814,1965-1969,41,0.0014869999999999998,0.002391,0.001941
4815,1965-1969,42,0.0017809999999999998,0.002542,0.002164
4816,1965-1969,43,0.001855,0.003018,0.00244
4817,1965-1969,44,0.0020829999999999998,0.0028710000000000003,0.002479
4818,1965-1969,45,0.002098,0.003266,0.002686
4819,1965-1969,46,0.0025960000000000002,0.0037090000000000005,0.003156
4820,1965-1969,47,0.0027649999999999997,0.004074,0.003423
4821,1965-1969,48,0.00295,0.004665,0.0038130000000000004
4822,1965-1969,49,0.002932,0.004843,0.003892
4823,1965-1969,50,0.003259,0.0050869999999999995,0.004176
4824,1965-1969,51,0.003674,0.005961,0.0048200000000000005
4825,1965-1969,52,0.003981,0.006633,0.0053100000000000005
4826,1965-1969,53,0.004407,0.007338,0.005875
4827,1965-1969,54,0.004619,0.007988,0.006306
4828,1965-1969,55,0.005098,0.008407,0.0067540000000000005
4829,1965-1969,56,0.005605,0.009398,0.007499
4830,1965-1969,57,0.006254,0.010782,0.008508
4831,1965-1969,58,0.0070409999999999995,0.011635,0.009319
4832,1965-1969,59,0.0070739999999999996,0.012966,0.009978
4833,1965-1969,60,0.00796,0.014287000000000001,0.011056
4834,1965-1969,61,0.009106999999999999,0.016568,0.012737
4835,1965-1969,62,0.010411,0.018387,0.014268000000000001
4836,1965-1969,63,0.011472,0.020533000000000003,0.015827
4837,1965-1969,64,0.012071,0.021633000000000003,0.016644
4838,1965-1969,65,0.013645,0.023856,0.018501
4839,1965-1969,66,0.015586000000000001,0.027152,0.021049000000000002
4840,1965-1969,67,0.017327000000000002,0.029987,0.02327
4841,1965-1969,68,0.019527000000000003,0.033763,0.026168
4842,1965-1969,69,0.022601,0.037038,0.029293
4843,1965-1969,70,0.025079,0.040657,0.032247000000000005
4844,1965-1969,71,0.029230000000000003,0.044709,0.036295999999999995
4845,1965-1969,72,0.033137,0.05067,0.041061
4846,1965-1969,73,0.036907999999999996,0.054897,0.04495
4847,1965-1969,74,0.042192,0.060479,0.050289999999999994
4848,1965-1969,75,0.047679,0.068074,0.056628
4849,1965-1969,76,0.0534,0.073938,0.062345000000000005
4850,1965-1969,77,0.060573,0.082473,0.070042
4851,1965-1969,78,0.069905,0.089043,0.078152
4852,1965-1969,79,0.079287,0.098396,0.087495
4853,1965-1969,80,0.08376,0.10949300000000001,0.09476699999999999
4854,1965-1969,81,0.096304,0.119872,0.106325
4855,1965-1969,82,0.10968499999999999,0.131681,0.118995
4856,1965-1969,83,0.124128,0.14666500000000002,0.133634
4857,1965-1969,84,0.131669,0.15578499999999998,0.141761
4858,1965-1969,85,0.151901,0.172069,0.16028399999999998
4859,1965-1969,86,0.16766,0.197518,0.180032
4860,1965-1969,87,0.181359,0.21575999999999998,0.195535
4861,1965-1969,88,0.207002,0.228438,0.215784
4862,1965-1969,89,0.218694,0.25464499999999995,0.23337
4863,1965-1969,90,0.23997,0.269331,0.251868
4864,1965-1969,91,0.2582,0.303171,0.27628
4865,1965-1969,92,0.28874099999999997,0.33616999999999997,0.307287
4866,1965-1969,93,0.29439699999999996,0.360131,0.319334
4867,1965-1969,94,0.315891,0.38942,0.34268699999999996
4868,1965-1969,95,0.354593,0.395663,0.368892
4869,1965-1969,96,0.374583,0.45311,0.400791
4870,1965-1969,97,0.42257,0.447301,0.430519
4871,1965-1969,98,0.456719,0.532517,0.47988800000000004
4872,1965-1969,99,0.485149,0.538674,0.500393
4873,1965-1969,100,0.554437,0.532995,0.548756
4874,1965-1969,101,0.479233,0.715596,0.540284
4875,1965-1969,102,0.624658,0.461538,0.585062
4876,1965-1969,103,0.647887,0.65625,0.6498189999999999
4877,1965-1969,104,0.6,0.545455,0.5853659999999999
4878,1965-1969,105,0.489796,2.571429,0.75
4879,1965-1969,106,1.333333,,1.333333
4880,1965-1969,107,1.2,,1.2
4881,1965-1969,108,,,
4882,1965-1969,109,,,
4883,1965-1969,110,,,
4884,1970-1974,0,0.009127,0.012009,0.010608
4885,1970-1974,1,0.000583,0.000687,0.0006360000000000001
4886,1970-1974,2,0.000392,0.0005009999999999999,0.00044800000000000005
4887,1970-1974,3,0.000338,0.00046699999999999997,0.000404
4888,1970-1974,4,0.000279,0.000421,0.000352
4889,1970-1974,5,0.000333,0.000524,0.00043099999999999996
4890,1970-1974,6,0.000346,0.000341,0.000343
4891,1970-1974,7,0.000268,0.000381,0.00032599999999999996
4892,1970-1974,8,0.00019099999999999998,0.000315,0.000254
4893,1970-1974,9,0.000229,0.000335,0.00028399999999999996
4894,1970-1974,10,0.00021899999999999998,0.000308,0.000265
4895,1970-1974,11,0.00020099999999999998,0.00032599999999999996,0.000265
4896,1970-1974,12,0.000245,0.000295,0.000271
4897,1970-1974,13,0.00026000000000000003,0.00031299999999999996,0.000288
4898,1970-1974,14,0.00022400000000000002,0.000417,0.000323
4899,1970-1974,15,0.000342,0.0007099999999999999,0.000531
4900,1970-1974,16,0.000389,0.000758,0.0005780000000000001
4901,1970-1974,17,0.00043,0.000851,0.0006450000000000001
4902,1970-1974,18,0.00047000000000000004,0.001172,0.0008289999999999999
4903,1970-1974,19,0.000421,0.001142,0.000788
4904,1970-1974,20,0.000443,0.001126,0.00079
4905,1970-1974,21,0.000413,0.001193,0.00081
4906,1970-1974,22,0.000439,0.001074,0.000762
4907,1970-1974,23,0.00043799999999999997,0.001097,0.000775
4908,1970-1974,24,0.000434,0.001119,0.000784
4909,1970-1974,25,0.000471,0.001017,0.000752
4910,1970-1974,26,0.00048300000000000003,0.00109,0.000796
4911,1970-1974,27,0.0005009999999999999,0.0010539999999999998,0.000787
4912,1970-1974,28,0.000509,0.0011480000000000001,0.00084
4913,1970-1974,29,0.000525,0.001143,0.0008460000000000001
4914,1970-1974,30,0.000696,0.001326,0.001023
4915,1970-1974,31,0.000596,0.0013160000000000001,0.0009689999999999999
4916,1970-1974,32,0.000603,0.001381,0.001006
4917,1970-1974,33,0.000799,0.001439,0.001129
4918,1970-1974,34,0.000822,0.001632,0.001239
4919,1970-1974,35,0.000866,0.001637,0.001261
4920,1970-1974,36,0.000997,0.0016640000000000001,0.0013390000000000001
4921,1970-1974,37,0.001214,0.0017800000000000001,0.001503
4922,1970-1974,38,0.001157,0.001961,0.0015660000000000001
4923,1970-1974,39,0.0011970000000000001,0.0020559999999999997,0.0016309999999999999
4924,1970-1974,40,0.001425,0.002449,0.001941
4925,1970-1974,41,0.001343,0.002652,0.002001
4926,1970-1974,42,0.0014939999999999999,0.002827,0.002163
4927,1970-1974,43,0.0017739999999999998,0.0029850000000000002,0.002381
4928,1970-1974,44,0.002036,0.0033770000000000002,0.002708
4929,1970-1974,45,0.00199,0.0034700000000000004,0.002731
4930,1970-1974,46,0.002219,0.003836,0.003029
4931,1970-1974,47,0.002547,0.004384000000000001,0.003467
4932,1970-1974,48,0.002817,0.004684000000000001,0.003752
4933,1970-1974,49,0.003043,0.0053479999999999995,0.004197
4934,1970-1974,50,0.0033399999999999997,0.005608,0.004475
4935,1970-1974,51,0.003447,0.006164,0.004806
4936,1970-1974,52,0.003945000000000001,0.006809,0.005377000000000001
4937,1970-1974,53,0.004336,0.0072569999999999996,0.005796
4938,1970-1974,54,0.004586,0.008112000000000001,0.006346
4939,1970-1974,55,0.004769,0.008847,0.0067989999999999995
4940,1970-1974,56,0.005396,0.009784000000000001,0.0075769999999999995
4941,1970-1974,57,0.005814,0.010643000000000001,0.008211
4942,1970-1974,58,0.006462999999999999,0.011464,0.008942
4943,1970-1974,59,0.006511,0.013094999999999999,0.009770000000000001
4944,1970-1974,60,0.007595,0.014309,0.010912
4945,1970-1974,61,0.008169,0.015803,0.011927
4946,1970-1974,62,0.009023999999999999,0.017402,0.013127000000000002
4947,1970-1974,63,0.010074,0.019407,0.014618
4948,1970-1974,64,0.011709,0.022127,0.016738
4949,1970-1974,65,0.012570999999999999,0.024186000000000003,0.018125
4950,1970-1974,66,0.014069,0.026674,0.020049
4951,1970-1974,67,0.016041999999999997,0.029833999999999996,0.022528
4952,1970-1974,68,0.017745,0.032514,0.024627
4953,1970-1974,69,0.019635,0.036205,0.027293
4954,1970-1974,70,0.022566,0.039830000000000004,0.030470999999999998
4955,1970-1974,71,0.025366,0.044706,0.034132
4956,1970-1974,72,0.028562999999999998,0.048019,0.037301999999999995
4957,1970-1974,73,0.032069,0.054100999999999996,0.041873
4958,1970-1974,74,0.037571,0.059876,0.047405
4959,1970-1974,75,0.042048,0.064472,0.051830999999999995
4960,1970-1974,76,0.048046,0.074412,0.059417
4961,1970-1974,77,0.053163999999999996,0.07964199999999999,0.064435
4962,1970-1974,78,0.060110000000000004,0.08825,0.071917
4963,1970-1974,79,0.06690499999999999,0.095363,0.07868
4964,1970-1974,80,0.074421,0.104699,0.086813
4965,1970-1974,81,0.084651,0.115875,0.097312
4966,1970-1974,82,0.094191,0.125836,0.106912
4967,1970-1974,83,0.105834,0.140874,0.11981800000000001
4968,1970-1974,84,0.11552899999999999,0.151592,0.12983699999999998
4969,1970-1974,85,0.133422,0.168163,0.14713099999999998
4970,1970-1974,86,0.148091,0.182637,0.161636
4971,1970-1974,87,0.15786,0.200223,0.174347
4972,1970-1974,88,0.175675,0.21735100000000002,0.191661
4973,1970-1974,89,0.19084,0.23516700000000001,0.207592
4974,1970-1974,90,0.21636999999999998,0.256481,0.231337
4975,1970-1974,91,0.22653299999999998,0.271093,0.243036
4976,1970-1974,92,0.25614899999999996,0.302323,0.273107
4977,1970-1974,93,0.279033,0.325006,0.29578899999999997
4978,1970-1974,94,0.30595,0.336378,0.316929
4979,1970-1974,95,0.32612399999999997,0.398418,0.351944
4980,1970-1974,96,0.35230300000000003,0.403239,0.369983
4981,1970-1974,97,0.411415,0.43131,0.418117
4982,1970-1974,98,0.394805,0.456492,0.414674
4983,1970-1974,99,0.411621,0.513029,0.442105
4984,1970-1974,100,0.533333,0.552262,0.538809
4985,1970-1974,101,0.540804,0.54878,0.543081
4986,1970-1974,102,0.428571,0.48,0.443697
4987,1970-1974,103,0.5194810000000001,0.674157,0.5625
4988,1970-1974,104,0.942149,0.714286,0.8834360000000001
4989,1970-1974,105,0.807692,0.692308,0.769231
4990,1970-1974,106,0.9,6.0,1.363636
4991,1970-1974,107,0.0,,0.0
4992,1970-1974,108,0.0,,0.0
4993,1970-1974,109,0.0,,0.0
4994,1970-1974,110,,,
4995,1975-1979,0,0.0069299999999999995,0.00896,0.007970999999999999
4996,1975-1979,1,0.0005650000000000001,0.000606,0.000586
4997,1975-1979,2,0.000278,0.00043799999999999997,0.00036
4998,1975-1979,3,0.000233,0.000379,0.000308
